"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2022-01-01;M;584;2;7;3447;828127;20214;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-01;M;825;1;8;3448;828952;20222;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-02;F;4968;2;41;3450;833920;20263;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-02;F;2129;0;13;3450;836049;20276;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-02;F;1153;1;7;3451;837202;20283;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-02;F;1073;2;12;3453;838275;20295;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-02;F;1499;0;9;3453;839774;20304;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-02;M;4630;2;27;3455;844404;20331;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-02;M;2110;0;9;3455;846514;20340;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-02;M;1265;1;11;3456;847779;20351;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-02;M;1055;3;17;3459;848834;20368;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-02;M;1499;1;8;3460;850333;20376;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-03;F;5955;6;37;3466;856288;20413;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-03;F;2656;3;12;3469;858944;20425;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-03;F;1152;2;8;3471;860096;20433;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-03;F;2049;1;15;3472;862145;20448;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-03;F;2383;4;12;3476;864528;20460;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-03;M;5214;5;28;3481;869742;20488;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-03;M;2624;3;16;3484;872366;20504;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-03;M;1115;2;7;3486;873481;20511;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-03;M;2048;1;15;3487;875529;20526;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-03;M;2331;0;9;3487;877860;20535;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-04;F;5226;1;33;3488;883086;20568;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-04;F;2517;2;16;3490;885603;20584;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-04;F;1069;0;5;3490;886672;20589;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-04;F;1746;3;15;3493;888418;20604;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-04;F;2307;1;6;3494;890725;20610;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-04;M;4861;6;33;3500;895586;20643;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-04;M;2595;0;13;3500;898181;20656;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-04;M;1138;0;8;3500;899319;20664;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-04;M;1773;1;14;3501;901092;20678;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-04;M;2452;3;10;3504;903544;20688;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-05;F;3901;6;30;3510;907445;20718;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-05;F;1937;0;8;3510;909382;20726;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-05;F;845;0;6;3510;910227;20732;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-05;F;1061;0;16;3510;911288;20748;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-05;F;1662;2;13;3512;912950;20761;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-05;M;3762;1;17;3513;916712;20778;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-05;M;2098;2;9;3515;918810;20787;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-05;M;964;0;7;3515;919774;20794;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-05;M;1107;1;11;3516;920881;20805;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-05;M;1744;1;6;3517;922625;20811;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-06;F;3463;2;23;3519;926088;20834;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-06;F;1730;0;6;3519;927818;20840;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-06;F;713;0;1;3519;928531;20841;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-06;F;1221;2;13;3521;929752;20854;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-06;F;1489;1;9;3522;931241;20863;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-06;M;3225;4;21;3526;934466;20884;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-06;M;1630;1;8;3527;936096;20892;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-06;M;713;1;1;3528;936809;20893;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-06;M;1182;0;16;3528;937991;20909;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-06;M;1409;2;10;3530;939400;20919;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-07;F;3029;2;31;3532;942429;20950;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-07;F;1688;0;5;3532;944117;20955;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-07;F;665;0;1;3532;944782;20956;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-07;F;1079;0;9;3532;945861;20965;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-07;F;1421;0;7;3532;947282;20972;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-07;M;2872;3;21;3535;950154;20993;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-07;M;1653;1;10;3536;951807;21003;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-07;M;661;0;4;3536;952468;21007;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-07;M;1044;1;6;3537;953512;21013;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-07;M;1434;4;9;3541;954946;21022;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-08;F;3148;2;20;3543;958094;21042;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-08;F;1693;1;5;3544;959787;21047;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-08;F;623;1;0;3545;960410;21047;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-08;F;870;1;8;3546;961280;21055;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-08;F;1105;1;5;3547;962385;21060;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-08;M;3023;4;16;3551;965408;21076;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-08;M;1486;1;2;3552;966894;21078;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-08;M;670;1;5;3553;967564;21083;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-08;M;793;2;5;3555;968357;21088;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-08;M;1168;0;6;3555;969525;21094;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-09;F;3820;5;23;3560;973345;21117;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-09;F;2006;0;11;3560;975351;21128;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-09;F;782;0;2;3560;976133;21130;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-09;F;972;1;2;3561;977105;21132;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-09;F;1504;1;13;3562;978609;21145;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-09;M;3397;1;17;3563;982006;21162;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-09;M;1911;1;7;3564;983917;21169;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-09;M;786;0;5;3564;984703;21174;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-09;M;911;0;6;3564;985614;21180;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-09;M;1375;2;10;3566;986989;21190;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-10;F;5026;4;21;3570;992015;21211;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-10;F;2492;1;9;3571;994507;21220;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-10;F;1013;2;10;3573;995520;21230;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-10;F;1910;2;16;3575;997430;21246;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-10;F;2397;1;13;3576;999827;21259;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-10;M;4702;2;27;3578;1004529;21286;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-10;M;2347;3;10;3581;1006876;21296;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-10;M;977;1;7;3582;1007853;21303;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-10;M;1734;0;10;3582;1009587;21313;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-10;M;2254;1;10;3583;1011841;21323;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-11;F;5160;5;35;3588;1017001;21358;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-11;F;2458;2;12;3590;1019459;21370;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-11;F;1073;1;6;3591;1020532;21376;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-11;F;1622;0;20;3591;1022154;21396;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-11;F;2312;1;13;3592;1024466;21409;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-11;M;4601;2;30;3594;1029067;21439;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-11;M;2317;2;7;3596;1031384;21446;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-11;M;993;1;3;3597;1032377;21449;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-11;M;1548;4;9;3601;1033925;21458;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-11;M;2273;1;12;3602;1036198;21470;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-12;F;4977;4;32;3606;1041175;21502;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-12;F;2667;1;12;3607;1043842;21514;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-12;F;1088;2;10;3609;1044930;21524;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-12;F;1459;0;6;3609;1046389;21530;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-12;F;2239;2;17;3611;1048628;21547;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-12;M;4558;5;32;3616;1053186;21579;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-12;M;2575;2;9;3618;1055761;21588;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-12;M;1088;0;4;3618;1056849;21592;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-12;M;1381;2;17;3620;1058230;21609;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-12;M;2163;0;13;3620;1060393;21622;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-13;F;5035;7;28;3627;1065428;21650;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-13;F;2746;3;17;3630;1068174;21667;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-13;F;989;2;10;3632;1069163;21677;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-13;F;1893;1;10;3633;1071056;21687;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-13;F;2574;0;9;3633;1073630;21696;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-13;M;4547;6;30;3639;1078177;21726;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-13;M;2627;0;10;3639;1080804;21736;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-13;M;975;1;0;3640;1081779;21736;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-13;M;1756;4;9;3644;1083535;21745;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-13;M;2319;1;13;3645;1085854;21758;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-14;F;5625;7;34;3652;1091479;21792;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-14;F;3016;2;16;3654;1094495;21808;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-14;F;1073;0;5;3654;1095568;21813;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-14;F;1895;0;9;3654;1097463;21822;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-14;F;2727;1;14;3655;1100190;21836;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-14;M;4988;7;30;3662;1105178;21866;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-14;M;2852;0;14;3662;1108030;21880;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-14;M;1031;3;7;3665;1109061;21887;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-14;M;1831;0;9;3665;1110892;21896;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-14;M;2575;1;6;3666;1113467;21902;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-15;F;5789;2;28;3668;1119256;21930;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-15;F;3265;1;13;3669;1122521;21943;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-15;F;1115;1;3;3670;1123636;21946;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-15;F;1515;2;18;3672;1125151;21964;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-15;F;2341;2;6;3674;1127492;21970;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-15;M;5260;3;16;3677;1132752;21986;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-15;M;3072;1;13;3678;1135824;21999;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-15;M;1042;0;5;3678;1136866;22004;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-15;M;1376;2;11;3680;1138242;22015;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-15;M;2151;2;11;3682;1140393;22026;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-16;F;6122;4;39;3686;1146515;22065;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-16;F;3750;0;16;3686;1150265;22081;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-16;F;1332;2;4;3688;1151597;22085;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-16;F;1786;2;14;3690;1153383;22099;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-16;F;2849;2;16;3692;1156232;22115;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-16;M;5509;6;38;3698;1161741;22153;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-16;M;3327;1;18;3699;1165068;22171;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-16;M;1249;0;8;3699;1166317;22179;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-16;M;1517;2;12;3701;1167834;22191;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-16;M;2509;3;14;3704;1170343;22205;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-17;F;8277;2;50;3706;1178620;22255;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-17;F;4557;1;11;3707;1183177;22266;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-17;F;1832;2;14;3709;1185009;22280;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-17;F;3560;1;13;3710;1188569;22293;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-17;F;4897;1;20;3711;1193466;22313;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-17;M;7450;4;33;3715;1200916;22346;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-17;M;4270;0;13;3715;1205186;22359;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-17;M;1774;1;6;3716;1206960;22365;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-17;M;3229;0;11;3716;1210189;22376;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-17;M;4312;5;16;3721;1214501;22392;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-18;F;8239;3;35;3724;1222740;22427;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-18;F;4481;1;19;3725;1227221;22446;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-18;F;1701;2;9;3727;1228922;22455;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-18;F;3273;1;16;3728;1232195;22471;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-18;F;4665;1;15;3729;1236860;22486;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-18;M;7566;4;34;3733;1244426;22520;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-18;M;4137;2;15;3735;1248563;22535;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-18;M;1631;1;7;3736;1250194;22542;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-18;M;2974;0;7;3736;1253168;22549;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-18;M;4345;2;12;3738;1257513;22561;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-19;F;7796;3;47;3741;1265309;22608;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-19;F;4556;3;25;3744;1269865;22633;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-19;F;1694;0;7;3744;1271559;22640;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-19;F;2663;1;19;3745;1274222;22659;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-19;F;4195;2;17;3747;1278417;22676;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-19;M;7110;5;34;3752;1285527;22710;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-19;M;4325;3;16;3755;1289852;22726;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-19;M;1615;1;5;3756;1291467;22731;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-19;M;2464;0;6;3756;1293931;22737;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-19;M;3930;2;17;3758;1297861;22754;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-20;F;7349;9;52;3767;1305210;22806;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-20;F;4233;2;15;3769;1309443;22821;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-20;F;1683;1;9;3770;1311126;22830;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-20;F;3248;3;14;3773;1314374;22844;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-20;F;4317;1;15;3774;1318691;22859;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-20;M;6554;7;31;3781;1325245;22890;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-20;M;3877;1;13;3782;1329122;22903;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-20;M;1619;2;6;3784;1330741;22909;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-20;M;3099;1;17;3785;1333840;22926;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-20;M;3973;2;17;3787;1337813;22943;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-21;F;7260;6;37;3793;1345073;22980;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-21;F;4541;2;15;3795;1349614;22995;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-21;F;1602;4;16;3799;1351216;23011;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-21;F;3081;0;15;3799;1354297;23026;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-21;F;4340;1;20;3800;1358637;23046;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-21;M;6497;2;34;3802;1365134;23080;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-21;M;4200;1;16;3803;1369334;23096;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-21;M;1464;0;5;3803;1370798;23101;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-21;M;2892;1;17;3804;1373690;23118;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-21;M;4064;5;14;3809;1377754;23132;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-22;F;7324;8;43;3817;1385078;23175;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-22;F;4478;1;15;3818;1389556;23190;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-22;F;1761;1;9;3819;1391317;23199;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-22;F;2291;2;12;3821;1393608;23211;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-22;F;3462;1;9;3822;1397070;23220;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-22;M;6660;2;27;3824;1403730;23247;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-22;M;4175;1;10;3825;1407905;23257;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-22;M;1628;0;3;3825;1409533;23260;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-22;M;2094;1;16;3826;1411627;23276;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-22;M;3198;0;13;3826;1414825;23289;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-23;F;7908;6;54;3832;1422733;23343;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-23;F;4950;2;16;3834;1427683;23359;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-23;F;1921;0;3;3834;1429604;23362;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-23;F;2604;1;19;3835;1432208;23381;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-23;F;4055;2;18;3837;1436263;23399;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-23;M;7161;3;27;3840;1443424;23426;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-23;M;4518;2;14;3842;1447942;23440;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-23;M;1685;2;10;3844;1449627;23450;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-23;M;2229;2;19;3846;1451856;23469;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-23;M;3564;1;13;3847;1455420;23482;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-24;F;9550;6;51;3853;1464970;23533;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-24;F;6398;0;21;3853;1471368;23554;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-24;F;2667;2;8;3855;1474035;23562;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-24;F;4919;3;29;3858;1478954;23591;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-24;F;6481;2;30;3860;1485435;23621;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-24;M;8661;4;33;3864;1494096;23654;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-24;M;5858;1;23;3865;1499954;23677;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-24;M;2554;1;7;3866;1502508;23684;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-24;M;4352;4;28;3870;1506860;23712;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-24;M;5861;3;20;3873;1512721;23732;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-25;F;8504;5;39;3878;1521225;23771;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-25;F;5921;2;30;3880;1527146;23801;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-25;F;2578;2;10;3882;1529724;23811;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-25;F;3943;2;23;3884;1533667;23834;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-25;F;6118;7;31;3891;1539785;23865;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-25;M;7683;7;48;3898;1547468;23913;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-25;M;5390;1;11;3899;1552858;23924;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-25;M;2437;1;10;3900;1555295;23934;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-25;M;3758;2;26;3902;1559053;23960;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-25;M;5581;3;25;3905;1564634;23985;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-26;F;7167;5;53;3910;1571801;24038;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-26;F;5702;3;24;3913;1577503;24062;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-26;F;2318;2;12;3915;1579821;24074;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-26;F;2899;2;14;3917;1582720;24088;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-26;F;4949;5;23;3922;1587669;24111;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-26;M;6529;3;46;3925;1594198;24157;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-26;M;5221;1;23;3926;1599419;24180;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-26;M;2199;0;5;3926;1601618;24185;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-26;M;2674;3;14;3929;1604292;24199;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-26;M;4793;3;23;3932;1609085;24222;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-27;F;6440;7;49;3939;1615525;24271;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-27;F;5078;0;26;3939;1620603;24297;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-27;F;1985;0;4;3939;1622588;24301;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-27;F;3460;3;25;3942;1626048;24326;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-27;F;4868;2;26;3944;1630916;24352;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-27;M;5731;7;35;3951;1636647;24387;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-27;M;4621;2;18;3953;1641268;24405;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-27;M;1903;1;13;3954;1643171;24418;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-27;M;3124;2;11;3956;1646295;24429;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-27;M;4370;2;16;3958;1650665;24445;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-28;F;5660;1;37;3959;1656325;24482;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-28;F;5085;2;21;3961;1661410;24503;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-28;F;1963;0;10;3961;1663373;24513;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-28;F;2881;2;13;3963;1666254;24526;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-28;F;4442;2;14;3965;1670696;24540;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-28;M;5111;7;34;3972;1675807;24574;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-28;M;4493;0;18;3972;1680300;24592;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-28;M;1809;1;8;3973;1682109;24600;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-28;M;2680;4;14;3977;1684789;24614;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-28;M;4017;1;16;3978;1688806;24630;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-29;F;5144;1;23;3979;1693950;24653;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-29;F;2965;1;18;3980;1696915;24671;2024-03-12T10:02:34.147
