"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2023-02-02;M;12;1;1;8166;3383045;56895;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-02;M;16;1;2;8167;3383061;56897;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-03;F;18;0;5;8167;3383079;56902;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-03;F;26;0;2;8167;3383105;56904;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-03;F;4;0;0;8167;3383109;56904;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-03;F;12;0;1;8167;3383121;56905;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-03;F;13;0;2;8167;3383134;56907;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-03;M;17;0;1;8167;3383151;56908;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-03;M;12;0;1;8167;3383163;56909;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-03;M;7;1;2;8168;3383170;56911;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-03;M;4;1;1;8169;3383174;56912;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-03;M;12;1;2;8170;3383186;56914;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-04;F;15;0;2;8170;3383201;56916;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-04;F;6;0;0;8170;3383207;56916;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-04;F;5;0;0;8170;3383212;56916;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-04;F;17;0;2;8170;3383229;56918;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-04;F;8;0;2;8170;3383237;56920;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-04;M;19;2;6;8172;3383256;56926;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-04;M;9;0;4;8172;3383265;56930;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-04;M;5;1;1;8173;3383270;56931;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-04;M;8;0;2;8173;3383278;56933;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-04;M;7;0;0;8173;3383285;56933;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-05;F;11;0;4;8173;3383296;56937;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-05;F;8;0;2;8173;3383304;56939;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-05;F;2;1;2;8174;3383306;56941;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-05;F;7;0;2;8174;3383313;56943;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-05;F;22;0;3;8174;3383335;56946;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-05;M;5;0;0;8174;3383340;56946;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-05;M;13;0;3;8174;3383353;56949;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-05;M;2;0;2;8174;3383355;56951;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-05;M;8;0;2;8174;3383363;56953;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-05;M;14;1;6;8175;3383377;56959;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-06;F;19;0;1;8175;3383396;56960;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-06;F;24;1;1;8176;3383420;56961;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-06;F;5;0;0;8176;3383425;56961;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-06;F;26;0;3;8176;3383451;56964;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-06;F;31;1;4;8177;3383482;56968;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-06;M;13;0;1;8177;3383495;56969;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-06;M;17;0;3;8177;3383512;56972;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-06;M;9;1;3;8178;3383521;56975;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-06;M;15;0;1;8178;3383536;56976;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-06;M;21;1;9;8179;3383557;56985;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-07;F;29;1;5;8180;3383586;56990;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-07;F;19;0;4;8180;3383605;56994;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-07;F;8;0;3;8180;3383613;56997;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-07;F;11;0;0;8180;3383624;56997;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-07;F;22;0;1;8180;3383646;56998;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-07;M;16;1;6;8181;3383662;57004;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-07;M;16;1;5;8182;3383678;57009;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-07;M;9;0;2;8182;3383687;57011;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-07;M;9;1;3;8183;3383696;57014;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-07;M;18;0;6;8183;3383714;57020;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-08;F;16;0;3;8183;3383730;57023;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-08;F;21;0;1;8183;3383751;57024;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-08;F;2;0;0;8183;3383753;57024;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-08;F;17;1;2;8184;3383770;57026;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-08;F;23;0;6;8184;3383793;57032;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-08;M;24;0;4;8184;3383817;57036;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-08;M;23;1;4;8185;3383840;57040;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-08;M;3;0;0;8185;3383843;57040;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-08;M;13;0;1;8185;3383856;57041;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-08;M;18;0;3;8185;3383874;57044;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-09;F;14;2;5;8187;3383888;57049;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-09;F;14;1;2;8188;3383902;57051;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-09;F;11;0;2;8188;3383913;57053;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-09;F;18;1;2;8189;3383931;57055;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-09;F;22;1;2;8190;3383953;57057;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-09;M;13;0;2;8190;3383966;57059;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-09;M;11;0;0;8190;3383977;57059;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-09;M;7;0;1;8190;3383984;57060;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-09;M;15;0;4;8190;3383999;57064;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-09;M;16;1;3;8191;3384015;57067;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-10;F;15;1;2;8192;3384030;57069;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-10;F;20;0;1;8192;3384050;57070;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-10;F;9;1;2;8193;3384059;57072;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-10;F;19;1;2;8194;3384078;57074;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-10;F;14;0;4;8194;3384092;57078;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-10;M;18;0;1;8194;3384110;57079;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-10;M;19;1;3;8195;3384129;57082;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-10;M;14;0;2;8195;3384143;57084;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-10;M;18;1;3;8196;3384161;57087;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-11;F;20;1;3;8197;3384181;57090;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-11;F;7;0;1;8197;3384188;57091;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-11;F;4;0;1;8197;3384192;57092;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-11;F;6;0;0;8197;3384198;57092;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-11;F;7;0;0;8197;3384205;57092;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-11;M;15;1;2;8198;3384220;57094;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-11;M;11;1;8;8199;3384231;57102;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-11;M;3;0;1;8199;3384234;57103;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-11;M;7;2;4;8201;3384241;57107;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-11;M;5;0;1;8201;3384246;57108;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-12;F;19;0;1;8201;3384265;57109;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-12;F;11;0;2;8201;3384276;57111;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-12;F;1;0;0;8201;3384277;57111;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-12;F;8;0;1;8201;3384285;57112;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-12;F;23;0;0;8201;3384308;57112;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-12;M;11;1;1;8202;3384319;57113;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-12;M;7;0;3;8202;3384326;57116;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-12;M;2;1;1;8203;3384328;57117;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-12;M;8;0;2;8203;3384336;57119;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-12;M;17;1;4;8204;3384353;57123;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-13;F;30;0;3;8204;3384383;57126;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-13;F;15;0;4;8204;3384398;57130;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-13;F;6;0;0;8204;3384404;57130;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-13;F;14;1;3;8205;3384418;57133;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-13;F;19;1;1;8206;3384437;57134;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-13;M;18;0;5;8206;3384455;57139;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-13;M;11;0;4;8206;3384466;57143;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-13;M;5;1;2;8207;3384471;57145;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-13;M;18;1;3;8208;3384489;57148;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-13;M;23;0;3;8208;3384512;57151;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-14;F;24;2;7;8210;3384536;57158;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-14;F;11;0;0;8210;3384547;57158;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-14;F;2;0;0;8210;3384549;57158;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-14;F;23;1;2;8211;3384572;57160;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-14;F;15;1;6;8212;3384587;57166;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-14;M;18;1;2;8213;3384605;57168;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-14;M;19;2;2;8215;3384624;57170;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-14;M;7;0;1;8215;3384631;57171;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-14;M;23;2;6;8217;3384654;57177;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-14;M;7;0;2;8217;3384661;57179;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-15;F;15;1;3;8218;3384676;57182;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-15;F;8;0;2;8218;3384684;57184;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-15;F;8;0;2;8218;3384692;57186;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-15;F;6;0;0;8218;3384698;57186;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-15;F;22;0;2;8218;3384720;57188;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-15;M;13;0;2;8218;3384733;57190;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-15;M;9;0;3;8218;3384742;57193;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-15;M;8;0;1;8218;3384750;57194;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-15;M;15;0;1;8218;3384765;57195;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-15;M;16;1;8;8219;3384781;57203;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-16;F;21;0;1;8219;3384802;57204;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-16;F;9;0;1;8219;3384811;57205;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-16;F;7;0;1;8219;3384818;57206;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-16;F;16;1;4;8220;3384834;57210;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-16;F;18;1;2;8221;3384852;57212;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-16;M;22;2;4;8223;3384874;57216;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-16;M;8;0;1;8223;3384882;57217;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-16;M;2;0;1;8223;3384884;57218;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-16;M;9;0;0;8223;3384893;57218;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-16;M;13;0;2;8223;3384906;57220;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-17;F;20;0;3;8223;3384926;57223;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-17;F;9;0;2;8223;3384935;57225;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-17;F;9;0;2;8223;3384944;57227;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-17;F;11;1;1;8224;3384955;57228;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-17;F;13;0;2;8224;3384968;57230;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-17;M;16;0;3;8224;3384984;57233;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-17;M;13;0;5;8224;3384997;57238;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-17;M;5;0;1;8224;3385002;57239;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-17;M;10;0;0;8224;3385012;57239;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-17;M;12;0;2;8224;3385024;57241;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-18;F;15;0;3;8224;3385039;57244;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-18;F;7;0;1;8224;3385046;57245;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-18;F;3;1;2;8225;3385049;57247;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-18;F;9;0;1;8225;3385058;57248;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-18;F;4;0;1;8225;3385062;57249;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-18;M;18;1;5;8226;3385080;57254;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-18;M;7;0;3;8226;3385087;57257;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-18;M;5;1;4;8227;3385092;57261;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-18;M;8;0;2;8227;3385100;57263;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-18;M;6;0;3;8227;3385106;57266;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-19;F;21;2;4;8229;3385127;57270;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-19;F;7;0;0;8229;3385134;57270;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-19;F;3;0;2;8229;3385137;57272;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-19;F;9;1;2;8230;3385146;57274;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-19;F;12;0;3;8230;3385158;57277;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-19;M;22;1;9;8231;3385180;57286;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-19;M;9;0;2;8231;3385189;57288;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-19;M;4;1;2;8232;3385193;57290;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-19;M;6;0;1;8232;3385199;57291;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-19;M;10;0;2;8232;3385209;57293;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-20;F;32;1;4;8233;3385241;57297;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-20;F;15;0;0;8233;3385256;57297;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-20;F;8;0;1;8233;3385264;57298;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-20;F;13;0;3;8233;3385277;57301;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-20;F;22;0;4;8233;3385299;57305;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-20;M;31;0;3;8233;3385330;57308;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-20;M;10;0;2;8233;3385340;57310;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-20;M;7;0;1;8233;3385347;57311;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-20;M;12;0;0;8233;3385359;57311;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-20;M;22;0;4;8233;3385381;57315;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-21;F;27;1;4;8234;3385408;57319;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-21;F;10;0;1;8234;3385418;57320;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-21;F;4;1;2;8235;3385422;57322;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-21;F;13;1;2;8236;3385435;57324;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-21;F;6;0;0;8236;3385441;57324;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-21;M;23;3;6;8239;3385464;57330;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-21;M;9;0;0;8239;3385473;57330;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-21;M;5;2;4;8241;3385478;57334;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-21;M;6;0;2;8241;3385484;57336;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-21;M;9;0;4;8241;3385493;57340;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-22;F;25;1;7;8242;3385518;57347;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-22;F;11;0;3;8242;3385529;57350;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-22;F;5;0;1;8242;3385534;57351;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-22;F;19;0;4;8242;3385553;57355;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-22;F;23;0;3;8242;3385576;57358;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-22;M;20;0;3;8242;3385596;57361;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-22;M;7;0;2;8242;3385603;57363;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-22;M;5;0;0;8242;3385608;57363;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-22;M;18;0;0;8242;3385626;57363;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-22;M;17;0;5;8242;3385643;57368;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-23;F;26;0;1;8242;3385669;57369;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-23;F;10;0;4;8242;3385679;57373;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-23;F;2;0;0;8242;3385681;57373;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-23;F;7;0;0;8242;3385688;57373;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-23;F;13;0;4;8242;3385701;57377;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-23;M;19;2;4;8244;3385720;57381;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-23;M;7;1;3;8245;3385727;57384;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-23;M;5;1;2;8246;3385732;57386;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-23;M;4;0;1;8246;3385736;57387;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-23;M;16;0;5;8246;3385752;57392;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-24;F;16;0;4;8246;3385768;57396;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-24;F;13;1;3;8247;3385781;57399;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-24;F;7;0;2;8247;3385788;57401;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-24;F;9;0;1;8247;3385797;57402;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-24;F;14;0;3;8247;3385811;57405;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-24;M;12;1;4;8248;3385823;57409;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-24;M;16;0;2;8248;3385839;57411;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-24;M;3;0;1;8248;3385842;57412;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-24;M;12;0;3;8248;3385854;57415;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-24;M;9;0;4;8248;3385863;57419;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-25;F;18;1;4;8249;3385881;57423;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-25;F;4;0;1;8249;3385885;57424;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-25;F;2;0;0;8249;3385887;57424;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-25;F;5;0;0;8249;3385892;57424;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-25;F;6;0;2;8249;3385898;57426;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-25;M;13;1;3;8250;3385911;57429;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-25;M;6;0;2;8250;3385917;57431;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-25;M;13;0;3;8250;3385930;57434;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-25;M;2;0;0;8250;3385932;57434;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-26;F;17;1;4;8251;3385949;57438;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-26;F;6;0;1;8251;3385955;57439;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-26;F;3;0;0;8251;3385958;57439;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-26;F;8;0;2;8251;3385966;57441;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-26;F;7;0;1;8251;3385973;57442;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-26;M;15;1;7;8252;3385988;57449;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-26;M;4;0;0;8252;3385992;57449;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-26;M;3;0;2;8252;3385995;57451;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-26;M;6;0;2;8252;3386001;57453;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-26;M;7;0;0;8252;3386008;57453;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-27;F;23;1;4;8253;3386031;57457;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-27;F;17;0;3;8253;3386048;57460;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-27;F;9;0;0;8253;3386057;57460;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-27;F;8;0;0;8253;3386065;57460;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-27;F;14;0;2;8253;3386079;57462;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-27;M;26;2;10;8255;3386105;57472;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-27;M;4;0;0;8255;3386109;57472;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-27;M;7;0;4;8255;3386116;57476;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-27;M;16;0;2;8255;3386132;57478;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-27;M;17;1;6;8256;3386149;57484;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-28;F;23;2;6;8258;3386172;57490;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-28;F;6;0;1;8258;3386178;57491;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-28;F;5;0;1;8258;3386183;57492;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-28;F;13;1;1;8259;3386196;57493;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-28;F;18;0;3;8259;3386214;57496;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-02-28;M;19;0;1;8259;3386233;57497;2024-03-12T10:02:34.147
1082;Midtjylland;2023-02-28;M;17;0;7;8259;3386250;57504;2024-03-12T10:02:34.147
1081;Nordjylland;2023-02-28;M;5;0;3;8259;3386255;57507;2024-03-12T10:02:34.147
1085;Sjælland;2023-02-28;M;10;0;2;8259;3386265;57509;2024-03-12T10:02:34.147
1083;Syddanmark;2023-02-28;M;12;0;4;8259;3386277;57513;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-01;F;14;0;6;8259;3386291;57519;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-01;F;10;0;4;8259;3386301;57523;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-01;F;6;0;1;8259;3386307;57524;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-01;F;16;0;2;8259;3386323;57526;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-01;F;7;0;1;8259;3386330;57527;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-01;M;12;0;2;8259;3386342;57529;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-01;M;11;0;4;8259;3386353;57533;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-01;M;10;0;1;8259;3386363;57534;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-01;M;8;0;1;8259;3386371;57535;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-01;M;10;0;4;8259;3386381;57539;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-02;F;16;0;5;8259;3386397;57544;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-02;F;18;0;3;8259;3386415;57547;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-02;F;2;0;1;8259;3386417;57548;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-02;F;7;0;0;8259;3386424;57548;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-02;F;9;0;3;8259;3386433;57551;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-02;M;14;1;2;8260;3386447;57553;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-02;M;17;0;6;8260;3386464;57559;2024-03-12T10:02:34.147
